-1.485655761069401226e+00,-1.253286916341072921e+00,1.308572315256108620e+00,7.576299045213346073e-01,2.207173040398701769e+00,1.570728094671715480e+00,1.712361504254732436e+00,5.740030722250065720e-01,1.861952927535019731e+00,-1.640016561796626693e+00,9.914135182667473956e-01,-1.125577232410581052e+00,4.822599999999999909e+02
2.870027871736846592e-01,3.064551925948546529e-01,6.653093461642234363e-01,-4.499452207149803873e-01,8.237059984546332703e-02,9.391478506834945172e-02,4.426365260934664869e-01,2.024507016442524121e-01,8.795349441857161499e-02,2.038875038139139062e-01,-2.993527606036008315e-01,-1.291355324206780730e-01,4.469399999999999977e+02
-4.040790843972381641e-01,-4.238377827293335343e-01,-2.877975661551961939e-01,3.733703212782419900e-01,1.632799064473103301e-01,1.796384660689177293e-01,8.282743908485452888e-02,1.394053968114176423e-01,1.712639831782246658e-01,1.219794823141170381e-01,-1.074550697384617087e-01,-1.508711375632146856e-01,4.525600000000000023e+02
1.573891165497015132e+00,1.338938364604912890e+00,-6.885739709820833943e-01,-8.828365872205673481e-01,2.477133400829552468e+00,1.792755944210878694e+00,4.741341135140350049e-01,7.794004397352584101e-01,2.107343263196693961e+00,-9.219581066162614302e-01,6.078982945907365210e-01,-1.389488705203985930e+00,4.334399999999999977e+02
-1.402457555171542802e+00,-1.123439566202612871e+00,6.383663945792087402e-01,1.311758251836239175e+00,1.966887194057741040e+00,1.262116458909515071e+00,4.075116537280580320e-01,1.720709711260466346e+00,1.575576307399495057e+00,-7.171660654043923167e-01,8.373823857842257468e-01,-1.839685270846348919e+00,4.803799999999999955e+02
9.619817801837319271e-01,1.174465054429530975e+00,3.523097857628786338e-03,-1.537653274529652281e+00,9.254089454054619246e-01,1.379368164076161252e+00,1.241221851442854400e-05,2.364377592671762063e+00,1.129813983823703794e+00,4.137755317120556282e-03,-5.417302957271306202e-03,-1.479194434337379516e+00,4.363600000000000136e+02
-1.364884171862832174e+00,-1.062844136137998552e+00,1.778390033519574365e+00,3.884393245426768781e-01,1.862908802601689118e+00,1.129637657722928346e+00,3.162671111321752715e+00,1.508851088511710681e-01,1.450659138571979367e+00,-1.890151418892538349e+00,6.907966233937720135e-01,-5.301746857973894667e-01,4.853600000000000136e+02
-1.374277517690009720e+00,-1.004609566984991931e+00,1.047562471776420256e+00,6.083097812646599545e-01,1.888638695628215070e+00,1.009240382077772891e+00,1.097387132274323385e+00,3.700407899822584223e-01,1.380612341963770362e+00,-1.052391281161037417e+00,6.372424980673807582e-01,-8.359864561829496443e-01,4.815899999999999750e+02
1.526924436361127402e+00,1.202795385368831349e+00,-9.243247973508372795e-01,-6.403626256019313567e-01,2.331498234356746746e+00,1.446716739064555446e+00,8.543763309976664111e-01,4.100642922677993352e-01,1.836577665862067832e+00,-1.111773600835567199e+00,5.919030541405553292e-01,-9.777853411639606529e-01,4.325600000000000023e+02
-1.893740369188934569e-01,3.812157881291192707e-01,-2.120205148223736069e-01,7.596847686028485036e-01,3.586252585895842449e-02,1.453254771189055605e-01,4.495269870554434444e-02,5.771209476471634847e-01,-7.219237273522889631e-02,-8.082556765755276318e-02,-1.610687557418916949e-01,-1.438645714161168598e-01,4.494800000000000182e+02
4.143388912032775623e-02,-1.162787248062752354e+00,-1.195438247674910803e+00,-7.218722341686478750e-01,1.716767167635614710e-03,1.352074184257348710e+00,1.429072604004061331e+00,5.210995224636352230e-01,-4.817879790676312529e-02,1.390040350242868428e+00,8.629536786597412634e-01,-2.990997410958702932e-02,4.604900000000000091e+02
-7.006404312267023871e-01,-1.139965592583871645e+00,-1.177201842748797356e-01,3.569314086261304309e-01,4.908970138695394891e-01,1.299521552275097580e+00,1.385804178571164134e-02,1.274000304638336911e-01,7.987059843715671459e-01,1.341969596259958430e-01,-4.201803119696047306e-02,-2.500805760581663595e-01,4.701700000000000159e+02
-7.073499639604005074e-01,-1.069926718872823201e+00,1.717768392453320025e+00,-4.924124117329329309e-01,5.003439715147799394e-01,1.144743183757965355e+00,2.950728250111663176e+00,2.424699832286434653e-01,7.568126260349610224e-01,-1.837886299921024813e+00,-8.458504769265425827e-01,3.483079016929440108e-01,4.734100000000000250e+02
-1.935194454227186167e+00,-1.474420888395056917e+00,2.184218241768644653e+00,4.158375122961945336e-01,3.744977575671657011e+00,2.173916956135669043e+00,4.770809327674909284e+00,1.729208366326877300e-01,2.853291126418834978e+00,-3.220457000477214393e+00,9.082798799690411373e-01,-8.047264476552250523e-01,4.885000000000000000e+02
-7.006404312267023871e-01,-9.872965869665306649e-01,1.812068723000813897e+00,7.028335290142974090e-01,4.908970138695394891e-01,9.747545506357602196e-01,3.283593056877800453e+00,4.939749695066912305e-01,6.917399064408815690e-01,-1.789049265567503211e+00,1.273582655403093344e+00,-4.924335868491623858e-01,4.673299999999999841e+02
